Longitude,Latitude,polygon_area,polygon_perimeter,polygon_density
-1.2899323585103628,0.7122512399134407,1.30901111483384e-10,6.629605542532849e-05,27.0
-1.2899327367232114,0.7122498727970377,1.30901111483384e-10,6.629605542532849e-05,27.0
-1.2899331730555246,0.7122483601201749,1.30901111483384e-10,6.629605542532849e-05,25.0
-1.2899336966543,0.7122467893238481,1.30901111483384e-10,6.629605542532849e-05,24.0
-1.2899341911060773,0.712245189380523,1.30901111483384e-10,6.629605542532849e-05,22.0
-1.289934772824317,0.7122435604647319,1.30901111483384e-10,6.629605542532849e-05,18.0
-1.289935441983552,0.7122419315489411,1.30901111483384e-10,6.629605542532849e-05,18.0
-1.289936081821256,0.7122402443391531,1.30901111483384e-10,6.629605542532849e-05,18.0
-1.2899366926864944,0.7122385281568997,1.30901111483384e-10,6.629605542532849e-05,17.0
-1.2899380889498957,0.7122351247648584,1.160219213042278e-10,4.357883845157725e-05,17.0
-1.2899384090432806,0.7122335539685316,1.160219213042278e-10,4.357883845157725e-05,17.0
-1.289938758109131,0.7122319540252061,1.160219213042278e-10,4.357883845157725e-05,17.0
-1.2899394562408317,0.7122302668154183,1.160219213042278e-10,4.357883845157725e-05,16.0
-1.2899402124919968,0.7122285797801633,1.160219213042278e-10,4.357883845157725e-05,17.0
-1.2899409687431613,0.7122269217173739,1.0981457983123188e-11,1.3933893550369196e-05,16.0
-1.2899416668748622,0.712225234507586,1.0981457983123188e-11,1.3933893550369196e-05,16.0
-1.2899422196206365,0.7122237218307234,1.0981457983123188e-11,1.3933893550369196e-05,16.0
-1.2899426559529494,0.7122222383008591,1.0981457983123188e-11,1.3933893550369196e-05,15.0
-1.2899431504047263,0.7122206675045323,1.0981457983123188e-11,1.3933893550369196e-05,15.0
-1.2899442848687404,0.7122173513789535,1.0981457983123188e-11,1.3933893550369196e-05,14.0
-1.289944866761513,0.7122157224631626,1.0981457983123188e-11,1.3933893550369196e-05,14.0
-1.2899454193327542,0.712214268080297,7.741242489816538e-12,1.2658826830416745e-05,14.0
-1.2899458848120657,0.7122129590833579,7.741242489816538e-12,1.2658826830416745e-05,14.0
-1.2899463211443787,0.7122119700052708,7.741242489816538e-12,1.2658826830416745e-05,12.0
-1.289946612090765,0.712211213754106,7.741242489816538e-12,1.2658826830416745e-05,12.0
-1.2899471938090046,0.7122101082625576,7.741242489816538e-12,1.2658826830416745e-05,12.0
-1.28994829912602,0.7122085084937654,7.741242489816538e-12,1.2658826830416745e-05,11.0
-1.2899489972577207,0.7122074902686797,7.741242489816538e-12,1.2658826830416745e-05,10.0
-1.28994972453642,0.7122065594845896,0.0,0.0,11.0
-1.2899503935211223,0.7122058322058903,0.0,0.0,11.0
-1.289951091652823,0.7122051051017241,0.0,0.0,11.0
-1.289951906197985,0.7122044942364858,0.0,0.0,11.0
-1.2899528080096097,0.7122039996101758,0.0,0.0,10.0
-1.2899536223802384,0.7122035924248613,0.0,0.0,10.0
-1.2899542915394737,0.7122033887449376,0.0,0.0,11.0
-1.2899547568442524,0.7122033014784749,0.0,0.0,11.0
-1.2899582766497548,0.7122028361736963,0.0,0.0,12.0
-1.2899593238473062,0.7122022834279222,0.0,0.0,13.0
-1.2899606619912436,0.7122016725626842,0.0,0.0,13.0
-1.2899637163174345,0.712200741778594,0.0,0.0,14.0
-1.2899649380479108,0.7122002471522839,0.0,0.0,14.0
-1.2899657815655383,0.7121996945810428,0.0,0.0,14.0
-1.2899666833771628,0.7121992872211954,0.0,0.0,14.0
-1.2899676141612528,0.7121988800358809,0.0,0.0,14.0
-1.2899686613588042,0.712198560117029,0.0,0.0,14.0
-1.2899706103679798,0.7121975129194779,0.0,0.0,14.0
-1.2899712502056835,0.7121973673590183,0.0,0.0,13.0
-1.2899719193649188,0.7121972219730914,0.0,0.0,13.0
-1.2899725592026228,0.7121970765871648,0.0,0.0,13.0
-1.2899729374154716,0.7121946620986777,0.0,0.0,11.0
-1.2899712502056835,0.7121940222609738,0.0,0.0,12.0
-1.2899692141045784,0.7121925387311095,0.0,0.0,11.0
-1.2899665669637017,0.7121912587066361,2.349526343492851e-10,7.075186923888881e-05,12.0
-1.2899625235594236,0.7121884080603689,2.349526343492851e-10,7.075186923888881e-05,8.0
-1.2899608073771702,0.7121870699164314,1.6295813489037902e-10,7.972370351091479e-05,8.0
-1.2899590911949168,0.7121857319470268,1.6295813489037902e-10,7.972370351091479e-05,7.0
-1.2899574621045928,0.7121845102165504,1.6295813489037902e-10,7.972370351091479e-05,7.0
-1.2899558623358005,0.7121833174585397,1.6295813489037902e-10,7.972370351091479e-05,7.0
-1.2899545823113272,0.7121821540220602,1.6295813489037902e-10,7.972370351091479e-05,5.0
-1.2899535061413103,0.7121813975963625,1.6295813489037902e-10,7.972370351091479e-05,5.0
-1.2899524589437592,0.7121808158781227,1.6295813489037902e-10,7.972370351091479e-05,3.0
-1.2899501900157315,0.7121797105611075,1.6295813489037902e-10,7.972370351091479e-05,3.0
-1.2899490845241834,0.712179186962332,1.6295813489037902e-10,7.972370351091479e-05,3.0
-1.2899480664736307,0.7121787506300189,1.6295813489037902e-10,7.972370351091479e-05,3.0
-1.2899471356895407,0.71217837241717,1.6295813489037902e-10,7.972370351091479e-05,3.0
-1.2899462047309176,0.7121780524983181,1.6295813489037902e-10,7.972370351091479e-05,3.0
-1.2899453320662917,0.7121777615519318,1.6295813489037902e-10,7.972370351091479e-05,3.0
-1.2899444594016656,0.7121775288995424,1.6295813489037902e-10,7.972370351091479e-05,3.0
-1.2899434413511128,0.7121770634202309,1.6295813489037902e-10,7.972370351091479e-05,3.0
-1.289942132354174,0.712175259971515,1.6295813489037902e-10,7.972370351091479e-05,3.0
-1.2899400379590715,0.7121738345611147,0.0,0.0,3.0
-1.2899388162285952,0.7121728454830277,0.0,0.0,3.0
-1.2899374491121918,0.7121721764983254,0.0,0.0,3.0
-1.2899360237017918,0.712171332980698,0.0,0.0,3.0
-1.2899335221213748,0.712169703890374,0.0,0.0,3.0
-1.289932329363364,0.7121689476392092,0.0,0.0,3.0
-1.2899310495134237,0.7121682495075083,0.0,0.0,3.0
-1.289929478717097,0.7121677840281969,0.0,0.0,5.0
-1.2899283734000817,0.7121672023099573,0.0,0.0,6.0
-1.289926802603755,0.7121665041782564,0.0,0.0,5.0
-1.289924300848805,0.7121658351935541,0.0,0.0,5.0
-1.2899236318641027,0.7121665333252549,0.0,0.0,5.0
-1.2899228464659391,0.7121672604294212,0.0,0.0,5.0
-1.289922061067776,0.7121680458275848,0.0,0.0,5.0
-1.289921246522614,0.7121688895197451,0.0,0.0,5.0
-1.2899202284720614,0.7121698494508337,0.0,0.0,5.0
-1.2899192685409726,0.7121707802349238,0.0,0.0,5.0
-1.2899183086098842,0.7121715947800856,0.0,0.0,6.0
-1.2899174940647222,0.7121723218842521,0.0,0.0,6.0
-1.2899167086665586,0.7121728746300262,0.0,0.0,6.0
-1.2899159815623924,0.7121731072824156,0.0,0.0,6.0
-1.2899152542836931,0.7121730491629514,0.0,0.0,6.0
-1.2899144980325283,0.7121726709501025,0.0,0.0,6.0
-1.2899136253679022,0.7121720600848642,0.0,0.0,5.0
-1.2899127527032763,0.712171332980698,0.0,0.0,6.0
-1.289911589092264,0.7121705475825345,0.0,0.0,5.0
-1.2899102800953248,0.7121697911568368,0.0,0.0,6.0
-1.2899087965654608,0.7121689476392092,0.0,0.0,6.0
-1.2899072549161323,0.7121680458275848,0.0,0.0,6.0
-1.2899040841764804,0.7121662423788686,0.0,0.0,7.0
-1.2899025133801534,0.7121653697142427,0.0,0.0,7.0
-1.289898382709413,0.7121631589056792,0.0,0.0,7.0
-1.2898974810723214,0.7121626644539021,0.0,0.0,7.0
-1.2898965792606967,0.7121622572685875,2.8036987318994613e-12,6.964857731813555e-06,7.0
-1.2898965211412328,0.7121619663222012,2.8036987318994613e-12,6.964857731813555e-06,7.0
-1.2898961429283837,0.7121610645105767,2.8036987318994613e-12,6.964857731813555e-06,7.0
-1.2898965501136983,0.7121603955258744,2.8036987318994613e-12,6.964857731813555e-06,7.0
-1.289897248245399,0.7121595809807124,5.3824984223180576e-11,3.3965990560755976e-05,7.0
-1.2898981792040223,0.712158679343621,5.3824984223180576e-11,3.3965990560755976e-05,7.0
-1.2898991391351107,0.7121577483849979,5.3824984223180576e-11,3.3965990560755976e-05,7.0
-1.2899000990661993,0.7121567884539093,5.3824984223180576e-11,3.3965990560755976e-05,7.0
-1.2899010007032907,0.7121559157892833,5.3824984223180576e-11,3.3965990560755976e-05,7.0
-1.2899017571289888,0.7121551303911199,5.3824984223180576e-11,3.3965990560755976e-05,7.0
-1.2899024552606895,0.7121544322594191,5.3824984223180576e-11,3.3965990560755976e-05,7.0
-1.2899030369789293,0.712153821394181,5.3824984223180576e-11,3.3965990560755976e-05,8.0
-1.2899034441642436,0.712153385061868,5.3824984223180576e-11,3.3965990560755976e-05,8.0
-1.2899042587094056,0.7121522216253886,5.3824984223180576e-11,3.3965990560755976e-05,7.0
-1.2899046658947202,0.7121515816131518,5.3824984223180576e-11,3.3965990560755976e-05,8.0
-1.2899060040386576,0.7121501272302861,5.3824984223180576e-11,3.3965990560755976e-05,8.0
-1.2899075167155203,0.7121487309668846,1.898040681044014e-11,3.651294352877154e-05,10.0
-1.289909087511847,0.7121473055564845,1.898040681044014e-11,3.651294352877154e-05,10.0
-1.2899105127477142,0.712146025706544,1.898040681044014e-11,3.651294352877154e-05,11.0
-1.2899118217446532,0.7121448620955317,1.898040681044014e-11,3.651294352877154e-05,11.0
-1.2899144107660658,0.7121422732486522,1.2345976484361183e-10,5.94492654978442e-05,10.0
-1.289915690616006,0.7121409932241788,1.2345976484361183e-10,5.94492654978442e-05,10.0
-1.2899169996129451,0.7121397133742382,1.2345976484361183e-10,5.94492654978442e-05,12.0
-1.2899182794628854,0.7121384624967634,1.2345976484361183e-10,5.94492654978442e-05,12.0
-1.2899195884598247,0.7121371534998243,1.2345976484361183e-10,5.94492654978442e-05,12.0
-1.2899208393372996,0.7121358445028855,1.2345976484361183e-10,5.94492654978442e-05,14.0
-1.2899220902147746,0.7121346227724091,1.2345976484361183e-10,5.94492654978442e-05,14.0
-1.289923050145863,0.7121336338688548,1.2345976484361183e-10,5.94492654978442e-05,14.0
-1.2899236318641027,0.712132993856618,1.2345976484361183e-10,5.94492654978442e-05,14.0
-1.2899240681964157,0.7121325866713036,1.368767914083755e-11,1.495845255767578e-05,14.0
-1.28992555172628,0.7121325866713036,1.368767914083755e-11,1.495845255767578e-05,15.0
-1.28992648251037,0.7121330230036166,1.368767914083755e-11,1.495845255767578e-05,14.0
-1.2899275297079211,0.7121336338688548,1.368767914083755e-11,1.495845255767578e-05,14.0
-1.2899286933189336,0.7121344192670183,1.368767914083755e-11,1.495845255767578e-05,14.0
-1.2899300604353365,0.7121352336376472,1.368767914083755e-11,1.495845255767578e-05,14.0
-1.2899316312316633,0.7121361354492717,1.368767914083755e-11,1.495845255767578e-05,15.0
-1.2899332892944526,0.7121370372608963,0.0,0.0,15.0
-1.289935005651239,0.7121380261644503,0.0,0.0,14.0
-1.289938496309743,0.7121399751736261,0.0,0.0,13.0
-1.2899401543725326,0.7121409059577163,0.0,0.0,13.0
-1.2899414923419372,0.7121416913558796,0.0,0.0,13.0
-1.2899430050187997,0.7121424767540431,0.0,0.0,10.0
-1.2899444304291998,0.712143407712666,0.0,0.0,9.0
-1.2899449540279757,0.7121437276315179,0.0,0.0,10.0
-1.2899456521596764,0.7121440766973682,0.0,0.0,9.0
-1.2899465248243025,0.7121444838826828,0.0,0.0,8.0
-1.2899485028059436,0.712145647493695,0.0,0.0,7.0
-1.289949608122959,0.7121463456253958,0.0,0.0,7.0
-1.2899508008809697,0.7121471310235593,0.0,0.0,6.0
-1.2899521971443713,0.7121479455687213,0.0,0.0,6.0
-1.2899536806742355,0.7121487890863487,0.0,0.0,5.0
-1.2899551642040998,0.7121496617509747,0.0,0.0,5.0
-1.2899567350004266,0.7121505344156007,0.0,0.0,4.0
-1.2899583639162173,0.7121514362272252,0.0,0.0,3.0
-1.2899600219790068,0.7121523088918512,0.0,0.0,3.0
-1.2899616800417963,0.7121532688229397,0.0,0.0,3.0
-1.2899633381045854,0.7121542577264939,0.0,0.0,3.0
-1.2899650253143735,0.7121552468045809,0.0,0.0,3.0
-1.2899666542301644,0.7121562648551337,0.0,0.0,3.0
-1.289968544945343,0.7121570502532971,0.0,0.0,4.0
-1.2899704066880562,0.7121578939454575,0.0,0.0,4.0
-1.2899721811643066,0.7121587083160866,0.0,0.0,5.0
-1.2899739846130227,0.7121594937142499,0.0,0.0,5.0
-1.289975759089273,0.7121602209929492,0.0,0.0,5.0
-1.2899775333909906,0.7121609482716486,0.0,0.0,5.0
-1.2899792497477773,0.7121616753758149,0.0,0.0,4.0
-1.2899809659300308,0.7121624607739782,0.0,0.0,6.0
-1.2899827404062811,0.7121631880526776,0.0,0.0,6.0
-1.2899844857355331,0.7121639734508409,0.0,0.0,7.0
-1.2899862891842493,0.712164729702006,0.0,0.0,7.0
-1.2899880345135013,0.7121654861277037,0.0,0.0,8.0
-1.2899910596926938,0.7121670858964961,2.1245541943771205e-12,6.072713617071329e-06,10.0
-1.2899925142500923,0.7121678131751954,2.1245541943771205e-12,6.072713617071329e-06,10.0
-1.289993968632958,0.7121684240404337,2.1245541943771205e-12,6.072713617071329e-06,11.0
-1.2899953067768957,0.7121688895197451,2.1245541943771205e-12,6.072713617071329e-06,11.0
-1.2899963248274482,0.7121692967050597,2.1245541943771205e-12,6.072713617071329e-06,11.0
-1.289997022959149,0.7121695876514459,2.1245541943771205e-12,6.072713617071329e-06,11.0
-1.2899974011719981,0.7121697621843711,2.1245541943771205e-12,6.072713617071329e-06,11.0
-1.2900001354048043,0.7121706057019985,2.1245541943771205e-12,6.072713617071329e-06,12.0
-1.2900008626835033,0.7121708675013865,2.1245541943771205e-12,6.072713617071329e-06,13.0
-1.2900022880939035,0.7121714492196259,2.1245541943771205e-12,6.072713617071329e-06,13.0
-1.2900029862256042,0.7121717110190139,2.1245541943771205e-12,6.072713617071329e-06,14.0
-1.2900048477937844,0.7121725255641758,2.1245541943771205e-12,6.072713617071329e-06,13.0
-1.2900056042194823,0.7121728454830277,2.1245541943771205e-12,6.072713617071329e-06,13.0
-1.290006302351183,0.7121731364294139,2.1245541943771205e-12,6.072713617071329e-06,14.0
-1.2900070294553496,0.7121734563482658,2.1245541943771205e-12,6.072713617071329e-06,14.0
-1.290007814853513,0.7121738054141163,2.1245541943771205e-12,6.072713617071329e-06,15.0
-1.2900085421322123,0.7121740672135041,2.1245541943771205e-12,6.072713617071329e-06,15.0
-1.2900090365839894,0.7121741255075011,2.1245541943771205e-12,6.072713617071329e-06,15.0
-1.290010258314466,0.7121746199592782,2.1245541943771205e-12,6.072713617071329e-06,17.0
-1.2900111309790916,0.71217493987813,5.974461454053391e-11,4.207577426217772e-05,18.0
-1.2900125563894917,0.7121754053574416,5.974461454053391e-11,4.207577426217772e-05,18.0
-1.2900141563328171,0.7121763361415318,5.974461454053391e-11,4.207577426217772e-05,19.0
-1.290015668835147,0.7121769761537684,5.974461454053391e-11,4.207577426217772e-05,20.0
-1.2900172687784721,0.7121778488183944,5.974461454053391e-11,4.207577426217772e-05,20.0
-1.2900187523083362,0.7121785760970937,3.291117065139466e-11,2.6325966273275562e-05,20.0
-1.2900202939576648,0.7121792450817959,3.291117065139466e-11,2.6325966273275562e-05,20.0
-1.2900218939009898,0.7121800013329609,3.291117065139466e-11,2.6325966273275562e-05,20.0
-1.2900236100832434,0.7121807867311243,3.291117065139466e-11,2.6325966273275562e-05,21.0
-1.2900254426789581,0.7121817176897471,3.291117065139466e-11,2.6325966273275562e-05,23.0
-1.2900273044216712,0.7121825612073748,3.291117065139466e-11,2.6325966273275562e-05,23.0
-1.2900291661643841,0.7121833174585397,3.291117065139466e-11,2.6325966273275562e-05,23.0
-1.2900308242271736,0.7121840738842373,3.291117065139466e-11,2.6325966273275562e-05,24.0
-1.2900343148856774,0.7121855574141016,8.895407430947149e-11,4.7060444213904416e-05,26.0
-1.2900361183343938,0.7121864009317292,8.895407430947149e-11,4.7060444213904416e-05,28.0
-1.290039783525823,0.7121879717280559,1.2521557965066014e-10,6.265590719011975e-05,28.0
-1.2900415580020734,0.7121886990067553,5.640463684432407e-11,3.4887990475863626e-05,29.0
-1.2900431869178641,0.7121893679914575,5.640463684432407e-11,3.4887990475863626e-05,29.0
-1.2900446123282643,0.7121899788566958,5.640463684432407e-11,3.4887990475863626e-05,29.0
-1.2900457176452798,0.7121904443360072,5.640463684432407e-11,3.4887990475863626e-05,28.0
-1.2900463576575165,0.7121907642548593,5.640463684432407e-11,3.4887990475863626e-05,28.0
-1.2900467356958325,0.7121909387877843,5.640463684432407e-11,3.4887990475863626e-05,28.0
-1.2900491210373213,0.7121916950389492,5.640463684432407e-11,3.4887990475863626e-05,30.0
-1.2900500228489455,0.712191520506024,5.640463684432407e-11,3.4887990475863626e-05,31.0
-1.2900504300342601,0.7121913751200973,5.640463684432407e-11,3.4887990475863626e-05,30.0
-1.2900513899653487,0.7121907351078606,1.1694110436988223e-11,1.4528043137817483e-05,28.0
-1.2900518554446603,0.7121899497096973,1.1694110436988223e-11,1.4528043137817483e-05,28.0
-1.2900524952823638,0.7121890480726056,1.1694110436988223e-11,1.4528043137817483e-05,28.0
-1.2900531644415991,0.7121880008750543,1.1694110436988223e-11,1.4528043137817483e-05,28.0
-1.2900539498397625,0.7121868664110407,1.1694110436988223e-11,1.4528043137817483e-05,27.0
-1.2900548225043886,0.7121857319470268,1.1694110436988223e-11,1.4528043137817483e-05,27.0
-1.2900556079025518,0.7121846264554788,1.1694110436988223e-11,1.4528043137817483e-05,26.0
-1.2900563060342527,0.71218366652439,1.1694110436988223e-11,1.4528043137817483e-05,25.0
-1.2900567423665659,0.7121829102732252,1.1694110436988223e-11,1.4528043137817483e-05,25.0
-1.29005822589643,0.7121812813574342,1.1694110436988223e-11,1.4528043137817483e-05,25.0
-1.2900588076146695,0.7121805540787349,1.1694110436988223e-11,1.4528043137817483e-05,23.0
-1.2900596221598315,0.7121796522671104,1.1694110436988223e-11,1.4528043137817483e-05,23.0
-1.2900605237969232,0.7121785469500952,1.1694110436988223e-11,1.4528043137817483e-05,21.0
-1.2900614547555462,0.7121773252196187,1.1694110436988223e-11,1.4528043137817483e-05,19.0
-1.2900625309255631,0.7121758416897546,1.1694110436988223e-11,1.4528043137817483e-05,17.0
-1.2900638109500364,0.7121742417464292,2.0554212709256405e-11,2.427115334674133e-05,16.0
-1.290065061652978,0.7121726709501025,2.2739995003859422e-11,2.6925077987973657e-05,15.0
-1.2900662252639907,0.7121711584477726,2.2739995003859422e-11,2.6925077987973657e-05,14.0
-1.2900698904554198,0.7121664460587922,2.2739995003859422e-11,2.6925077987973657e-05,13.0
-1.2900710249194338,0.7121650206483922,2.2739995003859422e-11,2.6925077987973657e-05,12.0
-1.2900722175029116,0.712163595237992,2.410056870923535e-11,2.6525418343672215e-05,12.0
-1.2900734102609221,0.7121623153880515,2.410056870923535e-11,2.6525418343672215e-05,12.0
-1.290074311898014,0.7121611809240378,2.410056870923535e-11,2.6525418343672215e-05,11.0
-1.290075010029715,0.712160424672873,2.410056870923535e-11,2.6525418343672215e-05,11.0
-1.2900754755090262,0.7121600173130255,2.410056870923535e-11,2.6525418343672215e-05,11.0
-1.2900760282548003,0.7121598138076346,2.410056870923535e-11,2.6525418343672215e-05,11.0
-1.290077918969979,0.7121600756070225,2.410056870923535e-11,2.6525418343672215e-05,10.0
-1.2900793443803793,0.712160540911801,2.410056870923535e-11,2.6525418343672215e-05,11.0
-1.2900810314156341,0.7121611809240378,2.410056870923535e-11,2.6525418343672215e-05,11.0
-1.2900828640113489,0.7121619954691997,2.410056870923535e-11,2.6525418343672215e-05,12.0
-1.2900847549010603,0.7121627517203646,2.410056870923535e-11,2.6525418343672215e-05,12.0
-1.2900867328827015,0.712163595237992,2.410056870923535e-11,2.6525418343672215e-05,12.0
-1.2900887981308056,0.7121644389301526,2.410056870923535e-11,2.6525418343672215e-05,11.0
-1.2900955759424226,0.7121671731629586,0.0,0.0,11.0
-1.2900979029899142,0.7121680458275848,2.5663560690896815e-11,2.550615222159699e-05,13.0
-1.290100171917942,0.7121689184922108,2.5663560690896815e-11,2.550615222159699e-05,13.0
-1.2901023827265052,0.7121697911568368,2.5306396763452855e-11,2.545558196306412e-05,14.0
-1.2901045352410718,0.7121706348489971,2.5306396763452855e-11,2.545558196306412e-05,13.0
-1.2901066296361743,0.7121714783666246,2.5306396763452855e-11,2.545558196306412e-05,13.0
-1.290108520351353,0.7121722637647879,2.5306396763452855e-11,2.545558196306412e-05,12.0
