,Longitude,Latitude,polygon_area,polygon_perimeter
82,-73.90781833,40.80855,4.29722999999366e-07,0.0037984841741943473
83,-73.90785667,40.80845667,4.29722999999366e-07,0.0037984841741943473
84,-73.90789333,40.80836,4.29722999999366e-07,0.0037984841741943473
85,-73.90792833,40.80826167,4.29722999999366e-07,0.0037984841741943473
86,-73.90800833,40.80806667,3.808775000003881e-07,0.002496883519359049
87,-73.90802667,40.80797667,3.808775000003881e-07,0.002496883519359049
88,-73.90804667,40.807885,3.808775000003881e-07,0.002496883519359049
89,-73.90808667,40.80778833,3.808775000003881e-07,0.002496883519359049
90,-73.90813,40.80769167,3.808775000003881e-07,0.002496883519359049
91,-73.90817333,40.80759667,3.604999999940564e-08,0.0007983532926196775
92,-73.90821333,40.8075,3.604999999940564e-08,0.0007983532926196775
93,-73.908245,40.80741333,3.604999999940564e-08,0.0007983532926196775
94,-73.90827,40.80732833,3.604999999940564e-08,0.0007983532926196775
95,-73.90829833,40.80723833,3.604999999940564e-08,0.0007983532926196775
96,-73.90836333,40.80704833,3.604999999940564e-08,0.0007983532926196775
97,-73.90839667,40.806955,3.604999999940564e-08,0.0007983532926196775
98,-73.90842833,40.80687167,2.5413000001109154e-08,0.00072529735094877
99,-73.908455,40.80679667,2.5413000001109154e-08,0.00072529735094877
100,-73.90848,40.80674,2.5413000001109154e-08,0.00072529735094877
101,-73.90849667,40.80669667,2.5413000001109154e-08,0.00072529735094877
102,-73.90853,40.80663333,2.5413000001109154e-08,0.00072529735094877
103,-73.90859333,40.80654167,2.5413000001109154e-08,0.00072529735094877
104,-73.90863333,40.80648333,2.5413000001109154e-08,0.00072529735094877
105,-73.908675,40.80643,2.5413000001109154e-08,0.00072529735094877
106,-73.90871333,40.80638833,7.934870000061656e-07,0.004190689268484237
107,-73.90875333,40.80634667,7.934870000061656e-07,0.004190689268484237
108,-73.9088,40.80631167,5.3496000000146e-07,0.004567831738336208
109,-73.90885167,40.80628333,5.3496000000146e-07,0.004567831738336208
110,-73.90889833,40.80626,5.3496000000146e-07,0.004567831738336208
111,-73.90893667,40.80624833,5.3496000000146e-07,0.004567831738336208
112,-73.90896333,40.80624333,5.3496000000146e-07,0.004567831738336208
113,-73.909165,40.80621667,5.3496000000146e-07,0.004567831738336208
114,-73.909225,40.806185,5.3496000000146e-07,0.004567831738336208
115,-73.90930167,40.80615,5.3496000000146e-07,0.004567831738336208
116,-73.90947667,40.80609667,1.6812000000170183e-08,0.0005826469207986045
117,-73.90954667,40.80606833,1.6812000000170183e-08,0.0005826469207986045
118,-73.909595,40.80603667,1.6812000000170183e-08,0.0005826469207986045
119,-73.90964667,40.80601333,1.6812000000170183e-08,0.0005826469207986045
120,-73.9097,40.80599,1.6812000000170183e-08,0.0005826469207986045
121,-73.90976,40.80597167,1.6812000000170183e-08,0.0005826469207986045
122,-73.90987167,40.80591167,1.6812000000170183e-08,0.0005826469207986045
123,-73.90990833,40.80590333,1.6812000000170183e-08,0.0005826469207986045
124,-73.90994667,40.805895,1.6812000000170183e-08,0.0005826469207986045
125,-73.90998333,40.80588667,1.0781084999946616e-06,0.006960829443834778
126,-73.910005,40.80574833,1.0781084999946616e-06,0.006960829443834778
127,-73.90990833,40.80571167,7.713039999956814e-07,0.004053783500061698
128,-73.90979167,40.80562667,7.713039999956814e-07,0.004053783500061698
129,-73.90964,40.80555333,7.713039999956814e-07,0.004053783500061698
130,-73.90940833,40.80539,7.713039999956814e-07,0.004053783500061698
131,-73.90931,40.80531333,5.3496000000146e-07,0.004567831738336208
132,-73.90921167,40.80523667,5.3496000000146e-07,0.004567831738336208
133,-73.90911833,40.80516667,5.3496000000146e-07,0.004567831738336208
134,-73.90902667,40.80509833,5.3496000000146e-07,0.004567831738336208
135,-73.90895333,40.80503167,5.3496000000146e-07,0.004567831738336208
136,-73.90889167,40.80498833,5.3496000000146e-07,0.004567831738336208
137,-73.90883167,40.804955,5.3496000000146e-07,0.004567831738336208
138,-73.90870167,40.80489167,5.3496000000146e-07,0.004567831738336208
139,-73.90863833,40.80486167,5.3496000000146e-07,0.004567831738336208
140,-73.90858,40.80483667,5.3496000000146e-07,0.004567831738336208
141,-73.90852667,40.804815,5.3496000000146e-07,0.004567831738336208
142,-73.90847333,40.80479667,5.3496000000146e-07,0.004567831738336208
143,-73.90842333,40.80478,5.3496000000146e-07,0.004567831738336208
144,-73.90837333,40.80476667,5.3496000000146e-07,0.004567831738336208
145,-73.908315,40.80474,5.3496000000146e-07,0.004567831738336208
146,-73.90824,40.80463667,5.3496000000146e-07,0.004567831738336208
147,-73.90812,40.804555,5.3496000000146e-07,0.004567831738336208
148,-73.90805,40.80449833,5.3496000000146e-07,0.004567831738336208
149,-73.90797167,40.80446,5.3496000000146e-07,0.004567831738336208
150,-73.90789,40.80441167,5.3496000000146e-07,0.004567831738336208
151,-73.90774667,40.80431833,5.3496000000146e-07,0.004567831738336208
152,-73.90767833,40.804275,5.3496000000146e-07,0.004567831738336208
153,-73.907605,40.804235,5.3496000000146e-07,0.004567831738336208
154,-73.907515,40.80420833,5.3496000000146e-07,0.004567831738336208
155,-73.90745167,40.804175,5.3496000000146e-07,0.004567831738336208
156,-73.90736167,40.804135,5.3496000000146e-07,0.004567831738336208
157,-73.90721833,40.80409667,1.7669699999995178e-07,0.0019461079061237178
158,-73.90718,40.80413667,1.7669699999995178e-07,0.0019461079061237178
159,-73.907135,40.80417833,1.7669699999995178e-07,0.0019461079061237178
160,-73.90709,40.80422333,1.7669699999995178e-07,0.0019461079061237178
161,-73.90704333,40.80427167,1.7669699999995178e-07,0.0019461079061237178
162,-73.906985,40.80432667,7.934870000061656e-07,0.004190689268484237
163,-73.90693,40.80438,7.934870000061656e-07,0.004190689268484237
164,-73.906875,40.80442667,7.934870000061656e-07,0.004190689268484237
165,-73.90682833,40.80446833,7.934870000061656e-07,0.004190689268484237
166,-73.90678333,40.8045,7.934870000061656e-07,0.004190689268484237
167,-73.90674167,40.80451333,7.934870000061656e-07,0.004190689268484237
168,-73.9067,40.80451,1.7669699999995178e-07,0.0019461079061237178
169,-73.90665667,40.80448833,1.7669699999995178e-07,0.0019461079061237178
170,-73.90660667,40.80445333,1.7669699999995178e-07,0.0019461079061237178
171,-73.90655667,40.80441167,1.7669699999995178e-07,0.0019461079061237178
172,-73.90649,40.80436667,1.7669699999995178e-07,0.0019461079061237178
173,-73.906415,40.80432333,1.7669699999995178e-07,0.0019461079061237178
174,-73.90633,40.804275,1.7669699999995178e-07,0.0019461079061237178
175,-73.90624167,40.80422333,1.7669699999995178e-07,0.0019461079061237178
176,-73.90606,40.80412,1.7669699999995178e-07,0.0019461079061237178
177,-73.90597,40.80407,1.7669699999995178e-07,0.0019461079061237178
178,-73.90573333,40.80394333,9.204000000555092e-09,0.00039905695293975636
179,-73.90568167,40.803915,9.204000000555092e-09,0.00039905695293975636
180,-73.90563,40.80389167,9.204000000555092e-09,0.00039905695293975636
181,-73.90562667,40.803875,9.204000000555092e-09,0.00039905695293975636
182,-73.905605,40.80382333,9.204000000555092e-09,0.00039905695293975636
183,-73.90562833,40.803785,9.204000000555092e-09,0.00039905695293975636
184,-73.90566833,40.80373833,1.7669699999995178e-07,0.0019461079061237178
185,-73.90572167,40.80368667,1.7669699999995178e-07,0.0019461079061237178
186,-73.90577667,40.80363333,1.7669699999995178e-07,0.0019461079061237178
187,-73.90583167,40.80357833,1.7669699999995178e-07,0.0019461079061237178
188,-73.90588333,40.80352833,1.7669699999995178e-07,0.0019461079061237178
189,-73.90592667,40.80348333,1.7669699999995178e-07,0.0019461079061237178
190,-73.90596667,40.80344333,1.7669699999995178e-07,0.0019461079061237178
191,-73.906,40.80340833,1.7669699999995178e-07,0.0019461079061237178
192,-73.90602333,40.80338333,1.7669699999995178e-07,0.0019461079061237178
193,-73.90607,40.80331667,1.7669699999995178e-07,0.0019461079061237178
194,-73.90609333,40.80328,1.7669699999995178e-07,0.0019461079061237178
195,-73.90617,40.80319667,1.7669699999995178e-07,0.0019461079061237178
196,-73.90625667,40.80311667,6.230900000415478e-08,0.0020920375617980804
197,-73.90634667,40.803035,6.230900000415478e-08,0.0020920375617980804
198,-73.90642833,40.80296167,6.230900000415478e-08,0.0020920375617980804
199,-73.90650333,40.802895,6.230900000415478e-08,0.0020920375617980804
200,-73.90665167,40.80274667,4.052945000005295e-07,0.003406192008180744
201,-73.906725,40.80267333,4.052945000005295e-07,0.003406192008180744
202,-73.9068,40.8026,4.052945000005295e-07,0.003406192008180744
203,-73.90687333,40.80252833,4.052945000005295e-07,0.003406192008180744
204,-73.90694833,40.80245333,4.052945000005295e-07,0.003406192008180744
205,-73.90702,40.80237833,4.052945000005295e-07,0.003406192008180744
206,-73.90709167,40.80230833,4.052945000005295e-07,0.003406192008180744
207,-73.90714667,40.80225167,4.052945000005295e-07,0.003406192008180744
208,-73.90718,40.802215,4.052945000005295e-07,0.003406192008180744
209,-73.907205,40.80219167,4.49339999998393e-08,0.0008570561995930238
210,-73.90729,40.80219167,4.49339999998393e-08,0.0008570561995930238
211,-73.90734333,40.80221667,4.49339999998393e-08,0.0008570561995930238
212,-73.90740333,40.80225167,4.49339999998393e-08,0.0008570561995930238
213,-73.90747,40.80229667,4.49339999998393e-08,0.0008570561995930238
214,-73.90754833,40.80234333,4.49339999998393e-08,0.0008570561995930238
215,-73.90763833,40.802395,4.49339999998393e-08,0.0008570561995930238
216,-73.90773333,40.80244667,4.49339999998393e-08,0.0008570561995930238
217,-73.90783167,40.80250333,4.49339999998393e-08,0.0008570561995930238
218,-73.90803167,40.802615,4.49339999998393e-08,0.0008570561995930238
219,-73.90812667,40.80266833,4.49339999998393e-08,0.0008570561995930238
220,-73.90820333,40.80271333,4.49339999998393e-08,0.0008570561995930238
221,-73.90829,40.80275833,4.49339999998393e-08,0.0008570561995930238
222,-73.90837167,40.80281167,4.49339999998393e-08,0.0008570561995930238
223,-73.90840167,40.80283,4.49339999998393e-08,0.0008570561995930238
224,-73.90844167,40.80285,4.49339999998393e-08,0.0008570561995930238
225,-73.90849167,40.80287333,4.49339999998393e-08,0.0008570561995930238
226,-73.908605,40.80294,4.49339999998393e-08,0.0008570561995930238
227,-73.90866833,40.80298,4.49339999998393e-08,0.0008570561995930238
228,-73.90873667,40.803025,7.713039999956814e-07,0.004053783500061698
229,-73.90881667,40.80307167,7.713039999956814e-07,0.004053783500061698
230,-73.90890167,40.80312,7.713039999956814e-07,0.004053783500061698
231,-73.90898667,40.80317,7.713039999956814e-07,0.004053783500061698
232,-73.90907667,40.80322,7.713039999956814e-07,0.004053783500061698
233,-73.90917,40.80327167,7.713039999956814e-07,0.004053783500061698
234,-73.909265,40.80332167,7.713039999956814e-07,0.004053783500061698
235,-73.90936,40.80337667,7.713039999956814e-07,0.004053783500061698
236,-73.909455,40.80343333,7.713039999956814e-07,0.004053783500061698
237,-73.90955167,40.80349,7.713039999956814e-07,0.004053783500061698
238,-73.909645,40.80354833,7.713039999956814e-07,0.004053783500061698
239,-73.90975333,40.80359333,7.713039999956814e-07,0.004053783500061698
240,-73.90986,40.80364167,7.713039999956814e-07,0.004053783500061698
241,-73.90996167,40.80368833,7.713039999956814e-07,0.004053783500061698
242,-73.910065,40.80373333,7.713039999956814e-07,0.004053783500061698
243,-73.91016667,40.803775,7.713039999956814e-07,0.004053783500061698
244,-73.91026833,40.80381667,7.713039999956814e-07,0.004053783500061698
245,-73.91036667,40.80385833,7.713039999956814e-07,0.004053783500061698
246,-73.910465,40.80390333,7.713039999956814e-07,0.004053783500061698
247,-73.91056667,40.803945,6.974500000611279e-09,0.0003479408604587005
248,-73.91066667,40.80399,6.974500000611279e-09,0.0003479408604587005
249,-73.91077,40.80403333,6.974500000611279e-09,0.0003479408604587005
250,-73.91087,40.80407667,6.974500000611279e-09,0.0003479408604587005
251,-73.91104333,40.80416833,6.974500000611279e-09,0.0003479408604587005
252,-73.91112667,40.80421,6.974500000611279e-09,0.0003479408604587005
253,-73.91121,40.804245,6.974500000611279e-09,0.0003479408604587005
254,-73.91128667,40.80427167,6.974500000611279e-09,0.0003479408604587005
255,-73.911345,40.804295,6.974500000611279e-09,0.0003479408604587005
256,-73.911385,40.80431167,6.974500000611279e-09,0.0003479408604587005
257,-73.91140667,40.80432167,6.974500000611279e-09,0.0003479408604587005
258,-73.91156333,40.80437,6.974500000611279e-09,0.0003479408604587005
259,-73.911605,40.804385,6.974500000611279e-09,0.0003479408604587005
260,-73.91168667,40.80441833,6.974500000611279e-09,0.0003479408604587005
261,-73.91172667,40.80443333,6.974500000611279e-09,0.0003479408604587005
262,-73.91183333,40.80448,6.974500000611279e-09,0.0003479408604587005
263,-73.91187667,40.80449833,6.974500000611279e-09,0.0003479408604587005
264,-73.91191667,40.804515,6.974500000611279e-09,0.0003479408604587005
265,-73.91195833,40.80453333,6.974500000611279e-09,0.0003479408604587005
266,-73.91200333,40.80455333,6.974500000611279e-09,0.0003479408604587005
267,-73.912045,40.80456833,6.974500000611279e-09,0.0003479408604587005
268,-73.91207333,40.80457167,6.974500000611279e-09,0.0003479408604587005
269,-73.91214333,40.8046,6.974500000611279e-09,0.0003479408604587005
270,-73.91219333,40.80461833,1.961299999990162e-07,0.0024107642849891023
271,-73.912275,40.804645,1.961299999990162e-07,0.0024107642849891023
272,-73.91236667,40.80469833,1.961299999990162e-07,0.0024107642849891023
273,-73.91245333,40.804735,1.961299999990162e-07,0.0024107642849891023
274,-73.912545,40.804785,1.961299999990162e-07,0.0024107642849891023
275,-73.91263,40.80482667,1.0804099999970169e-07,0.0015083667590688622
276,-73.91271833,40.804865,1.0804099999970169e-07,0.0015083667590688622
277,-73.91281,40.80490833,1.0804099999970169e-07,0.0015083667590688622
278,-73.91290833,40.80495333,1.0804099999970169e-07,0.0015083667590688622
279,-73.91301333,40.80500667,1.0804099999970169e-07,0.0015083667590688622
280,-73.91312,40.805055,1.0804099999970169e-07,0.0015083667590688622
281,-73.91322667,40.80509833,1.0804099999970169e-07,0.0015083667590688622
282,-73.91332167,40.80514167,1.0804099999970169e-07,0.0015083667590688622
283,-73.91352167,40.80522667,2.9201900000057515e-07,0.002696364835476514
284,-73.913625,40.805275,2.9201900000057515e-07,0.002696364835476514
285,-73.913835,40.805365,4.110585000005635e-07,0.0035899190435641146
286,-73.91393667,40.80540667,1.8516550000057222e-07,0.00199893460993736
287,-73.91403,40.805445,1.8516550000057222e-07,0.00199893460993736
288,-73.91411167,40.80548,1.8516550000057222e-07,0.00199893460993736
289,-73.914175,40.80550667,1.8516550000057222e-07,0.00199893460993736
290,-73.91421167,40.805525,1.8516550000057222e-07,0.00199893460993736
291,-73.91423333,40.805535,1.8516550000057222e-07,0.00199893460993736
292,-73.91437,40.80557833,1.8516550000057222e-07,0.00199893460993736
293,-73.91442167,40.80556833,1.8516550000057222e-07,0.00199893460993736
294,-73.914445,40.80556,1.8516550000057222e-07,0.00199893460993736
295,-73.9145,40.80552333,3.838949999950099e-08,0.0008323955563734194
296,-73.91452667,40.80547833,3.838949999950099e-08,0.0008323955563734194
297,-73.91456333,40.80542667,3.838949999950099e-08,0.0008323955563734194
298,-73.91460167,40.80536667,3.838949999950099e-08,0.0008323955563734194
299,-73.91464667,40.80530167,3.838949999950099e-08,0.0008323955563734194
300,-73.91469667,40.80523667,3.838949999950099e-08,0.0008323955563734194
301,-73.91474167,40.80517333,3.838949999950099e-08,0.0008323955563734194
302,-73.91478167,40.80511833,3.838949999950099e-08,0.0008323955563734194
303,-73.91480667,40.805075,3.838949999950099e-08,0.0008323955563734194
304,-73.91489167,40.80498167,3.838949999950099e-08,0.0008323955563734194
305,-73.914925,40.80494,3.838949999950099e-08,0.0008323955563734194
306,-73.91497167,40.80488833,3.838949999950099e-08,0.0008323955563734194
307,-73.91502333,40.804825,3.838949999950099e-08,0.0008323955563734194
308,-73.91507667,40.804755,3.838949999950099e-08,0.0008323955563734194
309,-73.91513833,40.80467,3.838949999950099e-08,0.0008323955563734194
310,-73.91521167,40.80457833,6.747550000248428e-08,0.0013906346506862076
311,-73.91528333,40.80448833,7.465099999866644e-08,0.001542693331774137
312,-73.91535,40.80440167,7.465099999866644e-08,0.001542693331774137
313,-73.91556,40.80413167,7.465099999866644e-08,0.001542693331774137
314,-73.915625,40.80405,7.465099999866644e-08,0.001542693331774137
315,-73.91569333,40.80396833,7.91174999981254e-08,0.0015197945209028383
316,-73.91576167,40.803895,7.91174999981254e-08,0.0015197945209028383
317,-73.91581333,40.80383,7.91174999981254e-08,0.0015197945209028383
318,-73.91585333,40.80378667,7.91174999981254e-08,0.0015197945209028383
319,-73.91588,40.80376333,7.91174999981254e-08,0.0015197945209028383
320,-73.91591167,40.80375167,7.91174999981254e-08,0.0015197945209028383
321,-73.91602,40.80376667,7.91174999981254e-08,0.0015197945209028383
322,-73.91610167,40.80379333,7.91174999981254e-08,0.0015197945209028383
323,-73.91619833,40.80383,7.91174999981254e-08,0.0015197945209028383
324,-73.91630333,40.80387667,7.91174999981254e-08,0.0015197945209028383
325,-73.91641167,40.80392,7.91174999981254e-08,0.0015197945209028383
326,-73.916525,40.80396833,7.91174999981254e-08,0.0015197945209028383
327,-73.91664333,40.80401667,7.91174999981254e-08,0.0015197945209028383
328,-73.91703167,40.80417333,8.424850000113189e-08,0.0014613948739221323
329,-73.917165,40.80422333,8.424850000113189e-08,0.0014613948739221323
330,-73.917295,40.80427333,8.424850000113189e-08,0.0014613948739221323
331,-73.91742167,40.80432333,8.307599999709774e-08,0.001458497411555027
332,-73.917545,40.80437167,8.307599999709774e-08,0.001458497411555027
333,-73.917665,40.80442,8.307599999709774e-08,0.001458497411555027
334,-73.91777333,40.804465,8.307599999709774e-08,0.001458497411555027
335,-73.91787167,40.80450667,7.811349999744328e-08,0.0015723992432243746
336,-73.91795833,40.80454167,7.811349999744328e-08,0.0015723992432243746
337,-73.91803333,40.80456833,7.811349999744328e-08,0.0015723992432243746
338,-73.91809167,40.80459,7.811349999744328e-08,0.0015723992432243746
339,-73.91813,40.804605,7.811349999744328e-08,0.0015723992432243746
340,-73.91817167,40.80464667,7.811349999744328e-08,0.0015723992432243746
341,-73.91821667,40.80466667,7.811349999744328e-08,0.0015723992432243746
342,-73.91826333,40.80469,7.811349999744328e-08,0.0015723992432243746
343,-73.91831333,40.80471333,7.811349999744328e-08,0.0015723992432243746
344,-73.91836667,40.80473667,7.811349999744328e-08,0.0015723992432243746
345,-73.91842667,40.80475667,7.811349999744328e-08,0.0015723992432243746
346,-73.91848833,40.80477667,7.811349999744328e-08,0.0015723992432243746
347,-73.91855,40.80479333,7.811349999744328e-08,0.0015723992432243746
348,-73.91861167,40.80480667,7.811349999744328e-08,0.0015723992432243746
349,-73.91873167,40.80480667,7.811349999744328e-08,0.0015723992432243746
350,-73.91877,40.80479667,7.811349999744328e-08,0.0015723992432243746
351,-73.91879833,40.804775,7.811349999744328e-08,0.0015723992432243746
352,-73.91882167,40.80475,7.811349999744328e-08,0.0015723992432243746
353,-73.91884,40.80472667,7.811349999744328e-08,0.0015723992432243746
354,-73.91885667,40.80469,7.811349999744328e-08,0.0015723992432243746
355,-73.91885833,40.80467667,1.0970749999940817e-07,0.0015950982795247576
356,-73.91886667,40.80465,1.0970749999940817e-07,0.0015950982795247576
357,-73.91888667,40.804585,1.0970749999940817e-07,0.0015950982795247576
358,-73.91890333,40.80453,1.0970749999940817e-07,0.0015950982795247576
359,-73.91896,40.80437833,1.0970749999940817e-07,0.0015950982795247576
360,-73.91901333,40.80431,1.0970749999940817e-07,0.0015950982795247576
361,-73.91925333,40.80436667,1.0970749999940817e-07,0.0015950982795247576
362,-73.91928333,40.80433333,1.0970749999940817e-07,0.0015950982795247576
363,-73.919295,40.80428833,1.0970749999940817e-07,0.0015950982795247576
364,-73.919355,40.80417,1.0970749999940817e-07,0.0015950982795247576
365,-73.91938833,40.80410333,1.0970749999940817e-07,0.0015950982795247576
366,-73.919435,40.80402833,1.0970749999940817e-07,0.0015950982795247576
367,-73.91945333,40.80400833,1.0970749999940817e-07,0.0015950982795247576
368,-73.91954167,40.80391667,9.035550000166141e-08,0.00159488516852278
369,-73.91958167,40.80387,9.035550000166141e-08,0.00159488516852278
370,-73.919625,40.80382,9.035550000166141e-08,0.00159488516852278
371,-73.91965833,40.80377333,9.035550000166141e-08,0.00159488516852278
372,-73.91969167,40.80373333,1.8787999999397425e-08,0.0006540581785856453
373,-73.91973167,40.80370167,1.8787999999397425e-08,0.0006540581785856453
374,-73.91977167,40.80368333,1.8787999999397425e-08,0.0006540581785856453
375,-73.91994333,40.80371833,1.8787999999397425e-08,0.0006540581785856453
376,-73.92001833,40.80374667,1.8787999999397425e-08,0.0006540581785856453
377,-73.92010667,40.803775,1.8787999999397425e-08,0.0006540581785856453
378,-73.92030667,40.80385333,1.8787999999397425e-08,0.0006540581785856453
379,-73.920525,40.80394833,8.144310000003818e-07,0.0052841854653057786
380,-73.92064,40.80399333,8.144310000003818e-07,0.0052841854653057786
381,-73.92086167,40.80408,3.8000999999242287e-08,0.0008736518490517731
382,-73.92096167,40.80412667,3.8000999999242287e-08,0.0008736518490517731
383,-73.92105167,40.80416667,3.8000999999242287e-08,0.0008736518490517731
384,-73.92113167,40.80420167,3.8000999999242287e-08,0.0008736518490517731
385,-73.92132333,40.80427667,3.8000999999242287e-08,0.0008736518490517731
386,-73.92137167,40.80429667,3.8000999999242287e-08,0.0008736518490517731
387,-73.92143833,40.80432667,3.8000999999242287e-08,0.0008736518490517731
388,-73.92151167,40.80436167,3.8000999999242287e-08,0.0008736518490517731
389,-73.92159333,40.80439667,2.3419299999925992e-07,0.002897558098012903
390,-73.921685,40.80443667,2.3419299999925992e-07,0.002897558098012903
391,-73.92178167,40.80448,2.3419299999925992e-07,0.002897558098012903
392,-73.92198667,40.80456667,1.828049999871998e-08,0.00063303997802245
393,-73.92209,40.80461,1.828049999871998e-08,0.00063303997802245
