Longitude,Latitude,polygon_area,polygon_perimeter,polygon_density_250,polygon_density_500,mean_number_of_floors_250,mean_number_of_floors_500,std_number_of_floors_250,std_number_of_floors_500,units_density_250,units_density_500,population_density_250,population_density_500
-73.90966167,40.81157833,2.217767124945041e-12,6.336339267315362e-06,27.0,104.0,3.319786619024895,3.1595836202148773,2.359502714171498,2.0075856259972675,1363.0,4912.0,3109.0,10211.0
-73.909675,40.81151,3.7753521465751446e-11,3.7253744535657773e-05,27.0,104.0,3.294895399321124,3.1491591858991748,2.305430397555699,1.9987703284888603,1323.0,4826.0,3109.0,10511.0
-73.90969333,40.81144167,3.7753521465751446e-11,3.7253744535657773e-05,29.0,104.0,3.298066317593394,3.1752392982568134,2.3175881454366944,2.002753921617612,1320.0,4870.0,3109.0,10511.0
-73.909705,40.81137667,3.7753521465751446e-11,3.7253744535657773e-05,29.0,104.0,3.294895399321124,3.180424546758773,2.305430397555699,1.9993454363590202,1327.0,4863.0,3109.0,10339.0
-73.90971333,40.81132,2.0615120961681468e-10,5.9357532034285505e-05,28.0,102.0,3.301306168871584,3.181215014885717,2.3112042040130176,1.9961307913460227,1289.0,4864.0,3247.0,10339.0
-73.909745,40.81123,2.0615120961681468e-10,5.9357532034285505e-05,27.0,106.0,3.262980505704103,3.208866761500151,2.302368123154329,2.032274081064381,1293.0,4995.0,3247.0,11392.0
-73.909755,40.81120333,2.0615120961681468e-10,5.9357532034285505e-05,27.0,105.0,3.2547387316111163,3.203780878150728,2.2916119132440604,2.028216322391001,1293.0,4997.0,3247.0,11392.0
-73.90977,40.81116167,2.0615120961681468e-10,5.9357532034285505e-05,27.0,106.0,3.241668536490168,3.2178138400401757,2.2832019272379966,2.0264581961625905,1296.0,5101.0,3247.0,11168.0
-73.90978667,40.81111833,2.0615120961681468e-10,5.9357532034285505e-05,26.0,106.0,3.241668536490168,3.2190638712039004,2.2832019272379966,2.0258545549053735,1296.0,5100.0,3247.0,11168.0
-73.90980833,40.81106,2.0615120961681468e-10,5.9357532034285505e-05,27.0,105.0,3.236736525541389,3.1743469594480844,2.273546818751687,1.9590412219619457,1327.0,4765.0,3247.0,11098.0
-73.909875,40.810865,3.327427461601076e-11,3.509238825576464e-05,27.0,102.0,3.214895526628256,3.185309722633506,2.2472557380500056,1.976123121659777,1172.0,4707.0,2742.0,10586.0
-73.9099,40.81081,3.520158903226097e-12,8.892862886837341e-06,27.0,102.0,3.212633468453222,3.181460850203858,2.235504368117446,1.9848706745193356,1177.0,4691.0,2742.0,10586.0
-73.90992833,40.81075333,3.520158903226097e-12,8.892862886837341e-06,27.0,101.0,3.2204273142147413,3.1787581475011555,2.2460796458195325,1.987157081746084,1177.0,4750.0,2742.0,10586.0
-73.909965,40.810705,3.520158903226097e-12,8.892862886837341e-06,27.0,100.0,3.2310656120870815,3.1714987020733356,2.256825679685794,1.982460963091341,1208.0,4759.0,2742.0,10325.0
-73.90995167,40.81062833,3.520158903226097e-12,8.892862886837341e-06,27.0,97.0,3.255055564905222,3.1868662556092633,2.2522043324711842,1.9857306067650586,1206.0,4692.0,2742.0,10325.0
-73.90991333,40.8106,3.520158903226097e-12,8.892862886837341e-06,28.0,97.0,3.060852846129635,3.163902479693838,1.4345187394097099,1.9847134020797645,747.0,4676.0,2742.0,10378.0
-73.90974333,40.810515,2.7509085329407637e-11,2.8539162016492337e-05,29.0,95.0,2.991921005081375,3.1596103759090153,1.4356547500516446,2.000528174557277,750.0,4715.0,1302.0,9743.0
-73.90966667,40.810495,2.7509085329407637e-11,2.8539162016492337e-05,29.0,92.0,2.966801914699265,3.148548474573867,1.4429691250570966,2.0121647645574656,749.0,4644.0,1302.0,9743.0
-73.90959167,40.81047333,3.5885455139906787e-12,1.0343488894080819e-05,30.0,91.0,2.957648935979671,3.1845340356244405,1.4455586218739345,2.084514619225141,751.0,4799.0,1302.0,10004.0
-73.90951833,40.810445,3.5885455139906787e-12,1.0343488894080819e-05,30.0,89.0,2.9483513734944315,3.1766776579041753,1.4415856967468885,2.088796862474887,752.0,4741.0,1302.0,10004.0
-73.90944,40.81042333,3.5885455139906787e-12,1.0343488894080819e-05,30.0,90.0,2.9483513734944315,3.1728175706190442,1.4415856967468885,2.0930119961811187,752.0,4735.0,1302.0,9853.0
-73.909385,40.8104,3.5885455139906787e-12,1.0343488894080819e-05,30.0,92.0,2.9483513734944315,3.161788226442154,1.4415856967468885,2.09555161526212,752.0,4683.0,1302.0,10721.0
-73.909345,40.81038,3.5885455139906787e-12,1.0343488894080819e-05,30.0,92.0,2.9296172256723705,3.1718619957624936,1.4471823168118867,2.099789912470358,753.0,4708.0,1302.0,10721.0
-73.90925333,40.81033333,3.5885455139906787e-12,1.0343488894080819e-05,30.0,91.0,2.9296172256723705,3.151513158553191,1.4471823168118867,2.1117060960388803,753.0,4646.0,1302.0,10721.0
-73.90922333,40.81030667,3.5885455139906787e-12,1.0343488894080819e-05,30.0,90.0,2.9483513734944315,3.0838725469477075,1.4415856967468885,1.8529271761411226,752.0,4084.0,1302.0,9853.0
-73.90917333,40.81029333,3.5885455139906787e-12,1.0343488894080819e-05,31.0,92.0,2.9483513734944315,3.112538013146263,1.4415856967468885,1.9399313294079255,752.0,4250.0,1302.0,8800.0
-73.90911833,40.81028,3.5885455139906787e-12,1.0343488894080819e-05,31.0,93.0,2.9488479949031396,3.1019783444070894,1.4346471088487602,1.9416340899118367,755.0,4248.0,1302.0,8800.0
-73.909055,40.81026167,3.5885455139906787e-12,1.0343488894080819e-05,32.0,91.0,2.8967638422552087,3.0816295071977873,1.4090778121751268,1.9343480558587116,714.0,4190.0,1807.0,9353.0
-73.90897833,40.81023833,1.0092782353612114e-10,7.492935751624197e-05,34.0,92.0,2.9173850788485693,3.1045813057276486,1.4104625387429526,1.988127424568847,719.0,4223.0,1807.0,9353.0
-73.908895,40.81021833,1.0092782353612114e-10,7.492935751624197e-05,34.0,92.0,2.8923654857890626,3.0910678343203695,1.4055804937227538,1.9879243859174882,729.0,4228.0,1807.0,9353.0
-73.90871333,40.81017333,3.106031520918323e-12,8.444772481733842e-06,37.0,93.0,2.9217717118300612,3.074287356797339,1.4170424962096977,2.0390301189746793,737.0,4373.0,1807.0,9353.0
-73.90862167,40.810155,3.106031520918323e-12,8.444772481733842e-06,36.0,92.0,2.825966696814008,3.06569996194595,1.3864754099012429,2.045367902425403,681.0,4374.0,1416.0,9353.0
-73.90853667,40.81013833,3.106031520918323e-12,8.444772481733842e-06,36.0,92.0,2.811725891696525,3.055867593138325,1.3849085622894317,2.0437956202955916,686.0,4373.0,1416.0,9353.0
-73.90847,40.81012667,3.106031520918323e-12,8.444772481733842e-06,37.0,92.0,2.7962410550153582,3.0415529039986713,1.3890260273102482,2.0417363064055944,687.0,4382.0,1416.0,9353.0
-73.90843167,40.810125,3.106031520918323e-12,8.444772481733842e-06,38.0,92.0,2.797967825735567,3.0470930702036574,1.3832539091113623,2.0389006103913707,690.0,4382.0,1489.0,9577.0
-73.90818333,40.81009667,3.106031520918323e-12,8.444772481733842e-06,37.0,94.0,2.679154367827689,3.005124441811288,1.3099030545705546,1.980237556052279,593.0,4138.0,1906.0,9907.0
-73.9081,40.81007833,3.106031520918323e-12,8.444772481733842e-06,37.0,95.0,2.663762422536726,3.010436668691532,1.3110935949882772,1.9854377420323517,590.0,4177.0,1906.0,9907.0
-73.90800833,40.81006,3.106031520918323e-12,8.444772481733842e-06,36.0,95.0,2.6920356223457365,3.0256457044153784,1.3345323106232485,2.00353935408257,667.0,4218.0,1768.0,9607.0
-73.90791833,40.81004,1.404444706250907e-10,7.746699085033787e-05,35.0,95.0,2.6698291336470357,3.010631972999296,1.349202601041824,2.0116785357433864,652.0,4223.0,1768.0,9607.0
-73.90782333,40.810025,1.404444706250907e-10,7.746699085033787e-05,36.0,92.0,2.6582624304613574,3.013445372299567,1.362145328960547,2.0165131517033594,649.0,3897.0,1768.0,9267.0
-73.907525,40.80997833,1.6190811864329448e-10,5.5267264808905094e-05,33.0,88.0,2.6241836676072445,3.0370219089140456,1.323941833733025,2.048217186170088,573.0,3894.0,1316.0,9267.0
-73.90740667,40.809905,1.404444706250907e-10,7.746699085033787e-05,31.0,88.0,2.587240032731399,3.0554404160153834,1.243871281877327,2.0689920195014344,550.0,3950.0,1148.0,8598.0
-73.90739667,40.80987,1.404444706250907e-10,7.746699085033787e-05,29.0,89.0,2.5928865715076626,3.047220775968228,1.2484971299667118,2.0692925926353634,547.0,3890.0,1148.0,8598.0
-73.90739833,40.80982833,1.404444706250907e-10,7.746699085033787e-05,28.0,89.0,2.5947078768313423,3.0414261788642762,1.2586636802098718,2.069620456899993,541.0,3823.0,1148.0,8598.0
-73.90741167,40.80977667,1.404444706250907e-10,7.746699085033787e-05,29.0,89.0,2.5906950835326428,3.032524101712941,1.2642299203764764,2.067627884695566,536.0,3754.0,731.0,8337.0
-73.907465,40.80964333,1.404444706250907e-10,7.746699085033787e-05,27.0,89.0,2.5602149301786903,3.027730555096969,1.3053326107076293,2.0550036998964316,505.0,3701.0,790.0,7952.0
-73.90749167,40.80957167,1.404444706250907e-10,7.746699085033787e-05,26.0,88.0,2.517611167071062,3.0055641128542687,1.291607764583518,2.0389195703094827,449.0,3568.0,790.0,7952.0
-73.90751833,40.80950167,1.404444706250907e-10,7.746699085033787e-05,25.0,89.0,2.518411674665202,2.9907712134459845,1.3076599494059358,2.0265347135081195,437.0,3521.0,790.0,7952.0
-73.90753833,40.80944167,1.404444706250907e-10,7.746699085033787e-05,25.0,88.0,2.471669373458782,2.973099321960893,1.3067597624981797,2.0277546084082023,390.0,3521.0,790.0,7952.0
-73.90755,40.80939833,1.404444706250907e-10,7.746699085033787e-05,27.0,89.0,2.5014144396533844,2.9658671029666075,1.327347735162733,2.0247839803486265,409.0,3522.0,790.0,7952.0
-73.90761333,40.80920333,1.404444706250907e-10,7.746699085033787e-05,26.0,86.0,2.445681967128495,2.952191402599064,1.2874944760043088,2.019073198552061,333.0,3771.0,790.0,7767.0
-73.90763833,40.80913833,1.404444706250907e-10,7.746699085033787e-05,26.0,85.0,2.3792712114318064,2.965032054028006,1.2275436722520603,2.027907438037879,272.0,3763.0,790.0,8067.0
-73.90766,40.80906667,1.404444706250907e-10,7.746699085033787e-05,27.0,83.0,2.391466333383026,2.96146111259986,1.238567557619822,2.0290176249376812,271.0,3678.0,790.0,8067.0
-73.90768,40.80899,1.30901111483384e-10,6.629605542532849e-05,27.0,83.0,2.3556992321190893,2.9432240305329906,1.1819475250838605,1.8466204494125458,212.0,3307.0,737.0,8067.0
-73.90770167,40.80891167,1.30901111483384e-10,6.629605542532849e-05,27.0,81.0,2.3541054791094576,2.9375247916778067,1.1894156313095934,1.8424836470093855,213.0,3309.0,737.0,7997.0
-73.90772667,40.808825,1.30901111483384e-10,6.629605542532849e-05,25.0,79.0,2.3700029917176013,2.940306024655359,1.1946880787775296,1.8526574535748737,211.0,3306.0,737.0,6165.0
-73.90775667,40.808735,1.30901111483384e-10,6.629605542532849e-05,24.0,79.0,2.3283363250509352,2.937075250340284,1.1358150850884678,1.8446638324029785,156.0,3195.0,737.0,6028.0
-73.907785,40.80864333,1.30901111483384e-10,6.629605542532849e-05,22.0,77.0,2.3606000512954757,2.9235279455273053,1.1506313951520588,1.8349515239646457,149.0,3122.0,160.0,6028.0
-73.90781833,40.80855,1.30901111483384e-10,6.629605542532849e-05,18.0,75.0,2.379080236979497,2.899211836104813,1.125281421865046,1.835433421235897,130.0,3079.0,160.0,6028.0
-73.90785667,40.80845667,1.30901111483384e-10,6.629605542532849e-05,18.0,78.0,2.375241514343924,2.8684167502392794,1.111102816686094,1.7443317929134456,112.0,2964.0,160.0,5611.0
-73.90789333,40.80836,1.30901111483384e-10,6.629605542532849e-05,18.0,78.0,2.4619389581236653,2.8591379077518924,1.3223718641876097,1.7479999512719562,111.0,2929.0,160.0,5611.0
-73.90792833,40.80826167,1.30901111483384e-10,6.629605542532849e-05,17.0,78.0,2.486003390613281,2.852051807800041,1.3306955421915212,1.7510989802616743,109.0,2868.0,160.0,4813.0
-73.90800833,40.80806667,1.160219213042278e-10,4.357883845157725e-05,17.0,74.0,2.4942891333915447,2.7818086519729457,1.4236808804220358,1.6516402176589025,102.0,2509.0,160.0,4533.0
-73.90802667,40.80797667,1.160219213042278e-10,4.357883845157725e-05,17.0,73.0,2.4948179173367717,2.7364957599950763,1.4498029443724678,1.544046649231054,102.0,2252.0,160.0,4414.0
-73.90804667,40.807885,1.160219213042278e-10,4.357883845157725e-05,17.0,72.0,2.4952028720488975,2.7061005970872563,1.5033538747466726,1.5193475180745475,97.0,2093.0,160.0,4414.0
-73.90808667,40.80778833,1.160219213042278e-10,4.357883845157725e-05,16.0,70.0,2.4951049714784665,2.665528638307086,1.5253211114165208,1.4666737046714444,94.0,2010.0,160.0,3344.0
-73.90813,40.80769167,1.160219213042278e-10,4.357883845157725e-05,17.0,69.0,2.5272368433100953,2.665384484980381,1.5417558930839546,1.4726650085165587,86.0,2055.0,160.0,2839.0
-73.90817333,40.80759667,1.0981457983123188e-11,1.3933893550369196e-05,16.0,65.0,2.6195487182373833,2.6728547010729358,1.5530464989834118,1.4854150677201727,79.0,2043.0,121.0,2422.0
-73.90821333,40.8075,1.0981457983123188e-11,1.3933893550369196e-05,16.0,63.0,2.5974389658642068,2.65070675356417,1.5983462245195907,1.4223735544017606,73.0,1935.0,121.0,2422.0
-73.908245,40.80741333,1.0981457983123188e-11,1.3933893550369196e-05,16.0,61.0,2.629732964019029,2.6125206114355928,1.6347680343129014,1.411355086313324,69.0,1728.0,121.0,3433.0
-73.90827,40.80732833,1.0981457983123188e-11,1.3933893550369196e-05,15.0,60.0,2.605003656543735,2.581650629259267,1.6550215430974533,1.3972202592913412,60.0,1659.0,59.0,3433.0
-73.90829833,40.80723833,1.0981457983123188e-11,1.3933893550369196e-05,15.0,60.0,2.5355592120992907,2.568983886713565,1.6684063775535412,1.3940754628929521,57.0,1616.0,59.0,3433.0
-73.90836333,40.80704833,1.0981457983123188e-11,1.3933893550369196e-05,14.0,58.0,2.683533987332802,2.5751778445344513,1.6279716100454544,1.416029801851831,50.0,1551.0,59.0,3433.0
-73.90839667,40.806955,1.0981457983123188e-11,1.3933893550369196e-05,14.0,59.0,2.677719072462448,2.571880237340863,1.604904544517617,1.4056212323524884,50.0,1552.0,59.0,3433.0
-73.90842833,40.80687167,7.741242489816538e-12,1.2658826830416745e-05,14.0,59.0,2.677719072462448,2.608355287276225,1.604904544517617,1.4306577596485297,50.0,1669.0,59.0,3433.0
-73.908455,40.80679667,7.741242489816538e-12,1.2658826830416745e-05,14.0,59.0,2.6588935426718243,2.5937479921972773,1.5863716078598333,1.4203405175557755,51.0,1606.0,59.0,3433.0
-73.90848,40.80674,7.741242489816538e-12,1.2658826830416745e-05,12.0,57.0,2.849147643891019,2.5613258441477247,1.647413128837752,1.3935066613688698,56.0,1480.0,59.0,3433.0
-73.90849667,40.80669667,7.741242489816538e-12,1.2658826830416745e-05,12.0,57.0,2.849147643891019,2.5669021005657564,1.647413128837752,1.4102613843676266,56.0,1679.0,59.0,3433.0
-73.90853,40.80663333,7.741242489816538e-12,1.2658826830416745e-05,12.0,56.0,2.825560209338491,2.5735715370430006,1.6303541972357714,1.4088578515668648,58.0,1675.0,59.0,3412.0
-73.90859333,40.80654167,7.741242489816538e-12,1.2658826830416745e-05,11.0,56.0,2.7550044875764024,2.574499092557,1.578408227255086,1.4036823661738145,61.0,1675.0,59.0,3412.0
-73.90863333,40.80648333,7.741242489816538e-12,1.2658826830416745e-05,10.0,57.0,2.717004786748162,2.55713470508851,1.5662275476812877,1.388187934388513,60.0,1630.0,59.0,4113.0
-73.908675,40.80643,0.0,0.0,11.0,55.0,2.6590521778553926,2.5672686167176018,1.5541334543243934,1.386482104490353,63.0,1626.0,59.0,3987.0
-73.90871333,40.80638833,0.0,0.0,11.0,53.0,2.6437253830215464,2.5614092417176018,1.5391642398221408,1.38991929995909,64.0,1626.0,59.0,3987.0
-73.90875333,40.80634667,0.0,0.0,11.0,52.0,2.6432040687359377,2.5744216195603733,1.4507337564131901,1.400923028931095,80.0,1662.0,59.0,3483.0
-73.9088,40.80631167,0.0,0.0,11.0,52.0,2.6406931627033945,2.580547773722087,1.2805488251953734,1.4167680754015446,97.0,1643.0,59.0,3483.0
-73.90885167,40.80628333,0.0,0.0,10.0,52.0,2.6526700572799475,2.5892337609483707,1.2606764261139787,1.4253281352717289,104.0,1695.0,59.0,3483.0
-73.90889833,40.80626,0.0,0.0,10.0,52.0,2.609183662898309,2.5793133250826683,1.282157546763544,1.4154106959498831,108.0,1682.0,59.0,3483.0
-73.90893667,40.80624833,0.0,0.0,11.0,51.0,2.584921171638139,2.60303324941885,1.2982742922601438,1.4308206274923305,109.0,1758.0,59.0,3483.0
-73.90896333,40.80624333,0.0,0.0,11.0,53.0,2.584921171638139,2.604213405562805,1.2982742922601438,1.423667684724735,109.0,1860.0,59.0,3483.0
-73.909165,40.80621667,0.0,0.0,12.0,52.0,2.548311006210266,2.6122330138366054,1.2746371092653594,1.3979355430788492,111.0,1889.0,268.0,3984.0
-73.909225,40.806185,0.0,0.0,13.0,54.0,2.501452744020407,2.604949745040906,1.2640964282108798,1.3876141659750363,114.0,1897.0,268.0,3984.0
-73.90930167,40.80615,0.0,0.0,13.0,54.0,2.4358475749499853,2.6074152653136573,1.2244367556545843,1.3788178910829825,121.0,1904.0,482.0,3984.0
-73.90947667,40.80609667,0.0,0.0,14.0,55.0,2.3638126579898677,2.646218682361807,1.2049048674851326,1.4093628993612146,129.0,2055.0,482.0,4040.0
-73.90954667,40.80606833,0.0,0.0,14.0,57.0,2.379027454930226,2.660467501701742,1.210010948875389,1.4071758146077133,128.0,2170.0,482.0,4598.0
-73.909595,40.80603667,0.0,0.0,14.0,57.0,2.3777807325605944,2.6599368196035895,1.2174048949259377,1.3987377635366542,242.0,2177.0,482.0,4598.0
-73.90964667,40.80601333,0.0,0.0,14.0,60.0,2.3777807325605944,2.6622387539268204,1.2174048949259377,1.4009191054837842,242.0,2275.0,482.0,4598.0
-73.9097,40.80599,0.0,0.0,14.0,59.0,2.359508979883181,2.668027840592246,1.2268037113587347,1.3956934408644406,243.0,2274.0,482.0,4598.0
-73.90976,40.80597167,0.0,0.0,14.0,61.0,2.347163300870836,2.6773773185811414,1.2353612323369318,1.4052987917654611,243.0,2340.0,482.0,4598.0
-73.90987167,40.80591167,0.0,0.0,14.0,60.0,2.2765028421317215,2.6716792856493625,1.0680678380952888,1.4090257135403765,242.0,2342.0,423.0,5651.0
-73.90990833,40.80590333,0.0,0.0,13.0,60.0,2.2765028421317215,2.673294155317467,1.0680678380952888,1.4091030945383216,242.0,2345.0,423.0,5651.0
-73.90994667,40.805895,0.0,0.0,13.0,60.0,2.2902591718418877,2.6796294847157873,1.0716383133189935,1.4154573456764188,239.0,2362.0,423.0,5653.0
-73.90998333,40.80588667,0.0,0.0,13.0,62.0,2.2877948498285305,2.6843499444460037,1.0783549453085415,1.4216926687331704,239.0,2392.0,423.0,5653.0
-73.910005,40.80574833,0.0,0.0,11.0,60.0,2.2517976333803493,2.675915498592427,1.0265828743218717,1.4136967424686742,219.0,2366.0,423.0,5653.0
-73.90990833,40.80571167,0.0,0.0,12.0,58.0,2.307015784463211,2.6797491076336213,1.0683734907578217,1.4134459338619263,236.0,2314.0,423.0,4600.0
-73.90979167,40.80562667,0.0,0.0,11.0,54.0,2.3042135180333907,2.646953134574931,1.0720389609740106,1.4030844575953374,231.0,2116.0,423.0,4600.0
-73.90964,40.80555333,2.349526343492851e-10,7.075186923888881e-05,12.0,53.0,2.410464484152715,2.614326669184066,1.322790248996542,1.3793289085152487,218.0,1987.0,423.0,4598.0
-73.90940833,40.80539,2.349526343492851e-10,7.075186923888881e-05,8.0,54.0,2.3314317463125565,2.6300024280606618,1.4541485076145153,1.398573029191459,192.0,1851.0,214.0,4451.0
-73.90931,40.80531333,1.6295813489037902e-10,7.972370351091479e-05,8.0,52.0,2.3127305364192017,2.626345828774676,1.5110330660155813,1.418487496958548,182.0,1833.0,214.0,3792.0
-73.90921167,40.80523667,1.6295813489037902e-10,7.972370351091479e-05,7.0,52.0,2.28465478068175,2.624367833644776,1.4588234391893176,1.4438916192037248,158.0,1752.0,214.0,3520.0
-73.90911833,40.80516667,1.6295813489037902e-10,7.972370351091479e-05,7.0,53.0,2.3112230146937773,2.5658898954777563,1.479895245964712,1.4130675930975507,157.0,1643.0,214.0,3520.0
-73.90902667,40.80509833,1.6295813489037902e-10,7.972370351091479e-05,7.0,51.0,2.433174234205972,2.526586125603095,1.5700838975228977,1.3913463741767207,164.0,1590.0,214.0,3520.0
-73.90895333,40.80503167,1.6295813489037902e-10,7.972370351091479e-05,5.0,52.0,2.433174234205972,2.5292400770248826,1.5700838975228977,1.3988799967675687,164.0,1585.0,214.0,3115.0
-73.90889167,40.80498833,1.6295813489037902e-10,7.972370351091479e-05,5.0,53.0,2.362109042169602,2.536611505265226,1.519888027732272,1.4118493601535884,46.0,1443.0,214.0,3115.0
-73.90883167,40.804955,1.6295813489037902e-10,7.972370351091479e-05,3.0,52.0,2.3357932526959178,2.5285362053822307,1.5172704693742294,1.4245285431098937,45.0,1428.0,214.0,3115.0
-73.90870167,40.80489167,1.6295813489037902e-10,7.972370351091479e-05,3.0,50.0,2.301542143652433,2.4671657406703784,1.5125014002835124,1.4080984796293157,47.0,1314.0,214.0,2533.0
-73.90863833,40.80486167,1.6295813489037902e-10,7.972370351091479e-05,3.0,50.0,2.3440035900611216,2.4135915514073276,1.516833865829313,1.3720739947897973,48.0,1051.0,214.0,1384.0
-73.90858,40.80483667,1.6295813489037902e-10,7.972370351091479e-05,3.0,48.0,2.3440035900611216,2.4219448845194265,1.516833865829313,1.373759808471287,48.0,1045.0,214.0,1384.0
-73.90852667,40.804815,1.6295813489037902e-10,7.972370351091479e-05,3.0,49.0,2.379490247915489,2.4214666252579136,1.5581680054995264,1.3762048167835557,51.0,1041.0,214.0,1384.0
-73.90847333,40.80479667,1.6295813489037902e-10,7.972370351091479e-05,3.0,47.0,2.389476833386949,2.3822031712206577,1.577304589123593,1.3453548901009926,49.0,934.0,214.0,1384.0
-73.90842333,40.80478,1.6295813489037902e-10,7.972370351091479e-05,3.0,45.0,2.353849222274463,2.357941413629544,1.5723651405326042,1.3380939862227015,49.0,872.0,273.0,1384.0
-73.90837333,40.80476667,1.6295813489037902e-10,7.972370351091479e-05,3.0,45.0,2.353849222274463,2.3549507065480606,1.5723651405326042,1.3499974816876168,49.0,540.0,273.0,1384.0
-73.908315,40.80474,1.6295813489037902e-10,7.972370351091479e-05,3.0,45.0,2.353849222274463,2.343874313318608,1.5723651405326042,1.3579455195348213,49.0,536.0,273.0,988.0
